O*NET-SOC Code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation Monitoring,Operation and Control,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,major,minor,broad,detailed
13-1111.00,3.62,3.88,3.62,3.38,3.88,0.0,0.25,0.0,3.5,3.88,3.25,1.0,2.12,3.25,3.0,3.88,3.0,0.5,0.0,4.12,3.38,0.25,0.75,4.0,0.0,2.38,3.0,3.62,3.75,3.75,3.75,0.62,3.38,0.62,3.88,Business and Financial Operations Occupations,Business Operations Specialists,Management Analysts,Management Analysts
13-1121.00,3.12,3.88,3.38,3.75,3.62,0.0,0.0,0.0,2.88,3.38,2.62,2.75,2.75,3.12,2.5,3.5,3.62,1.75,1.5,3.5,3.38,0.5,0.25,4.12,0.12,0.38,3.62,3.5,3.75,3.0,3.5,1.0,3.75,0.12,3.38,Business and Financial Operations Occupations,Business Operations Specialists,"Meeting, Convention, and Event Planners","Meeting, Convention, and Event Planners"
13-1131.00,3.25,3.88,3.25,4.25,3.88,0.0,0.38,0.0,2.88,3.5,2.75,2.88,2.5,3.25,2.62,3.62,3.62,1.38,1.12,1.25,4.38,1.0,1.12,4.12,0.0,0.25,3.38,4.0,4.38,2.62,3.0,0.88,3.62,0.0,4.12,Business and Financial Operations Occupations,Business Operations Specialists,Fundraisers,Fundraisers
13-1141.00,3.75,4.25,3.5,3.25,4.25,0.0,0.0,0.0,3.25,3.88,3.62,2.38,1.88,3.12,3.62,3.75,3.25,1.25,0.25,3.75,3.5,1.88,1.0,4.25,0.0,3.12,3.12,3.88,4.25,3.75,3.62,1.0,3.25,0.0,3.88,Business and Financial Operations Occupations,Business Operations Specialists,"Compensation, Benefits, and Job Analysis Specialists","Compensation, Benefits, and Job Analysis Specialists"
13-1151.00,3.75,4.12,3.12,4.0,4.0,0.0,0.12,0.0,4.25,3.88,4.88,2.75,2.25,3.25,2.62,4.25,3.38,0.88,0.0,3.88,3.25,0.38,1.38,4.25,0.0,2.0,3.88,4.12,4.25,3.25,3.5,0.75,3.75,0.0,4.25,Business and Financial Operations Occupations,Business Operations Specialists,Training and Development Specialists,Training and Development Specialists
13-1161.00,3.88,4.0,3.62,3.38,3.88,0.0,0.0,0.0,3.12,4.0,3.25,2.25,1.88,3.12,3.38,3.62,2.75,1.62,0.5,3.25,3.38,2.38,1.25,4.62,0.0,2.5,2.62,3.38,3.88,3.88,3.75,1.12,3.5,0.0,4.12,Business and Financial Operations Occupations,Business Operations Specialists,Market Research Analysts and Marketing Specialists,
13-1199.01,3.25,3.62,3.25,3.12,3.5,0.25,1.0,0.38,3.0,3.5,3.12,1.88,1.75,2.5,3.38,3.38,2.62,2.62,2.38,3.5,3.25,0.5,2.12,3.62,0.25,3.12,2.88,3.12,3.25,3.5,3.62,0.75,3.25,1.88,3.75,Business and Financial Operations Occupations,Business Operations Specialists,Miscellaneous Business Operations Specialists,"Business Operations Specialists, All Other"
13-1199.02,3.38,3.88,3.62,3.62,3.88,2.0,2.38,2.88,3.38,3.88,2.75,2.62,2.88,3.12,3.0,3.88,3.12,2.88,2.38,3.62,3.5,2.12,2.75,4.12,1.88,0.88,3.5,3.5,3.75,3.38,3.62,3.0,3.38,2.62,3.75,Business and Financial Operations Occupations,Business Operations Specialists,Miscellaneous Business Operations Specialists,"Business Operations Specialists, All Other"
13-1199.03,3.25,3.75,3.25,3.38,3.62,0.0,0.38,0.0,2.75,3.0,2.88,2.5,2.38,3.0,3.0,3.62,3.38,1.5,0.38,0.62,3.0,1.5,0.62,3.88,0.5,0.38,3.12,3.0,3.5,2.88,2.75,0.88,3.12,0.38,3.62,Business and Financial Operations Occupations,Business Operations Specialists,Miscellaneous Business Operations Specialists,"Business Operations Specialists, All Other"
13-1199.04,4.0,3.75,4.62,4.0,4.5,0.0,0.75,0.0,3.62,4.25,3.5,3.5,3.12,3.38,3.38,4.12,3.38,2.5,0.5,2.88,3.75,1.25,3.12,4.25,0.0,0.5,3.75,3.38,4.0,4.0,3.88,1.62,3.0,2.0,4.12,Business and Financial Operations Occupations,Business Operations Specialists,Miscellaneous Business Operations Specialists,"Business Operations Specialists, All Other"
13-1199.05,3.25,3.75,3.62,3.5,3.88,0.0,0.5,0.88,3.12,3.62,3.12,2.12,2.12,3.25,2.75,3.75,3.0,2.38,0.38,2.0,3.25,1.38,2.25,4.0,0.0,1.5,3.12,3.38,3.88,3.38,3.75,1.25,3.25,1.38,3.88,Business and Financial Operations Occupations,Business Operations Specialists,Miscellaneous Business Operations Specialists,"Business Operations Specialists, All Other"
13-1199.06,3.12,3.62,3.0,2.88,3.88,0.0,0.75,0.12,2.62,3.25,2.5,3.38,2.88,2.5,3.12,3.62,3.12,1.38,0.25,1.5,3.12,1.75,1.12,3.75,0.25,0.25,3.25,2.75,3.38,2.38,3.0,1.12,2.62,0.12,3.25,Business and Financial Operations Occupations,Business Operations Specialists,Miscellaneous Business Operations Specialists,"Business Operations Specialists, All Other"
13-2011.01,3.38,3.62,3.25,3.0,3.88,0.0,0.0,0.0,2.88,3.5,2.75,2.25,1.25,2.62,3.75,3.38,2.88,0.88,0.0,3.25,2.75,0.5,0.25,3.75,0.0,1.62,3.0,3.0,3.62,3.5,3.12,0.62,2.88,0.0,3.38,Business and Financial Operations Occupations,Financial Specialists,Accountants and Auditors,Accountants and Auditors
13-2011.02,4.0,4.12,3.75,3.5,4.38,0.0,0.0,0.0,3.5,3.88,3.25,2.62,1.75,3.5,3.75,4.12,3.25,1.75,0.12,2.88,3.62,1.88,1.75,4.38,0.0,1.75,3.12,3.25,4.25,4.0,4.0,0.88,3.5,0.0,4.25,Business and Financial Operations Occupations,Financial Specialists,Accountants and Auditors,Accountants and Auditors
13-2021.01,3.38,4.0,3.12,2.75,4.0,0.0,0.0,0.0,2.38,3.75,2.38,1.12,0.88,2.25,4.0,3.0,2.88,2.25,1.75,1.12,3.0,0.88,2.5,3.88,0.0,0.62,3.12,3.12,3.88,2.62,2.38,0.12,3.0,1.0,3.88,Business and Financial Operations Occupations,Financial Specialists,Appraisers and Assessors of Real Estate,Appraisers and Assessors of Real Estate
13-2021.02,3.38,3.62,3.0,2.5,3.88,0.0,0.12,0.0,1.88,3.88,1.75,1.75,1.62,1.62,3.62,2.62,2.38,1.5,1.62,0.62,2.5,0.38,1.25,4.0,0.0,1.38,2.75,2.75,3.75,3.0,2.12,0.38,2.88,0.5,3.62,Business and Financial Operations Occupations,Financial Specialists,Appraisers and Assessors of Real Estate,Appraisers and Assessors of Real Estate
13-2031.00,3.5,3.62,3.38,2.75,3.88,0.0,0.0,0.0,2.75,3.62,2.62,3.62,2.0,2.62,3.38,3.38,2.62,0.75,0.0,3.12,2.62,0.5,0.0,3.88,0.0,0.88,2.62,2.88,3.38,3.5,3.0,0.75,3.38,0.0,3.5,Business and Financial Operations Occupations,Financial Specialists,Budget Analysts,Budget Analysts
13-2041.00,3.88,4.12,3.38,2.62,4.38,0.0,0.0,0.0,2.62,3.88,2.62,2.25,1.12,2.0,4.0,3.25,3.12,1.5,0.75,2.75,3.12,1.88,0.75,4.12,0.0,1.0,3.12,2.75,4.0,3.25,3.5,0.0,3.0,0.0,3.88,Business and Financial Operations Occupations,Financial Specialists,Credit Analysts,Credit Analysts
13-2051.00,3.88,3.88,3.5,3.25,3.88,0.0,0.0,0.0,2.75,3.88,3.0,2.25,0.88,2.62,3.5,3.38,3.12,0.62,0.0,2.75,3.38,0.88,0.0,4.0,0.0,1.38,2.88,3.0,3.75,3.62,3.5,0.38,3.25,0.0,4.0,Business and Financial Operations Occupations,Financial Specialists,Financial Analysts and Advisors,Financial Analysts
13-2052.00,3.38,4.0,3.5,2.88,4.0,0.0,0.0,0.0,3.12,3.75,2.62,3.25,0.88,2.0,3.75,4.0,2.88,0.75,0.0,3.12,3.62,0.88,0.88,4.25,0.0,0.5,3.75,3.38,4.12,3.38,3.38,0.62,2.88,0.0,3.88,Business and Financial Operations Occupations,Financial Specialists,Financial Analysts and Advisors,Personal Financial Advisors
13-2053.00,3.25,4.0,3.12,2.88,3.75,0.0,0.0,0.0,2.88,3.88,2.62,1.25,0.88,2.12,2.88,3.12,2.75,1.12,0.0,2.12,2.62,0.5,0.25,3.75,0.0,1.0,3.25,3.12,3.75,2.75,2.88,0.62,3.0,0.0,3.88,Business and Financial Operations Occupations,Financial Specialists,Financial Analysts and Advisors,Insurance Underwriters
13-2061.00,4.0,4.0,4.0,3.75,4.5,0.0,0.0,0.0,3.75,4.12,3.88,1.25,0.62,3.88,3.5,3.88,3.25,1.5,0.38,3.12,3.38,1.62,2.25,4.25,0.0,0.25,3.0,3.75,4.12,3.88,3.88,0.5,4.0,0.0,4.0,Business and Financial Operations Occupations,Financial Specialists,Financial Examiners,Financial Examiners
13-2071.00,3.5,3.75,3.25,3.12,3.75,0.0,0.0,0.38,2.88,3.38,3.25,0.38,0.38,2.75,3.0,3.12,3.25,0.0,0.0,1.0,3.5,1.25,0.5,3.88,0.38,0.0,3.5,3.62,4.0,3.0,3.0,0.88,3.12,0.38,3.62,Business and Financial Operations Occupations,Financial Specialists,Credit Counselors and Loan Officers,Credit Counselors
13-2071.01,3.5,3.88,3.25,3.38,4.0,0.0,0.12,0.0,3.75,3.88,3.75,1.75,1.25,3.12,3.38,3.5,3.12,2.12,1.62,2.5,3.5,1.25,1.12,4.0,0.0,1.5,3.88,3.75,3.88,3.0,3.0,0.62,3.75,0.12,3.75,Business and Financial Operations Occupations,Financial Specialists,Credit Counselors and Loan Officers,Credit Counselors
13-2072.00,3.12,4.0,3.25,3.0,4.0,0.0,0.0,0.0,3.0,3.88,2.62,1.25,0.88,2.75,3.38,3.12,3.12,0.5,0.25,1.75,3.12,0.75,0.62,4.0,0.0,0.12,3.75,3.0,4.0,2.12,2.25,0.75,2.88,0.0,3.5,Business and Financial Operations Occupations,Financial Specialists,Credit Counselors and Loan Officers,Loan Officers
13-2081.00,3.62,4.0,3.0,3.0,3.62,0.0,0.0,0.0,2.75,3.38,3.0,1.38,0.75,1.88,3.25,2.88,3.0,0.75,0.12,1.5,3.12,0.88,1.12,4.12,0.0,0.0,3.0,3.0,3.75,2.38,2.5,0.5,2.75,0.0,3.25,Business and Financial Operations Occupations,Financial Specialists,"Tax Examiners, Collectors and Preparers, and Revenue Agents","Tax Examiners and Collectors, and Revenue Agents"
13-2082.00,3.12,3.88,3.12,2.75,3.62,0.0,0.0,0.0,2.88,2.88,3.0,1.0,0.75,1.75,3.12,3.0,2.5,0.25,0.0,1.88,2.75,0.62,1.25,4.0,0.0,0.0,3.12,2.88,3.5,2.62,2.25,0.25,3.0,0.0,3.12,Business and Financial Operations Occupations,Financial Specialists,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Tax Preparers
13-2099.02,4.0,4.12,3.75,3.12,4.38,0.0,0.5,0.0,3.25,3.88,2.88,3.0,2.75,2.75,4.38,3.75,2.88,1.5,0.38,1.5,3.5,2.5,1.25,4.5,0.0,0.12,2.88,2.88,4.0,4.25,4.0,1.38,2.75,0.12,4.25,Business and Financial Operations Occupations,Financial Specialists,Miscellaneous Financial Specialists,"Financial Specialists, All Other"
13-2099.04,3.38,4.25,3.38,3.5,4.12,0.0,0.0,0.0,3.25,3.62,3.0,1.88,1.5,3.0,2.88,3.38,3.38,2.0,1.25,0.38,3.38,0.75,0.5,4.25,0.0,0.62,3.0,3.38,4.12,3.12,3.12,0.5,3.38,0.0,4.12,Business and Financial Operations Occupations,Financial Specialists,Miscellaneous Financial Specialists,"Financial Specialists, All Other"
15-1111.00,4.88,4.12,4.0,3.62,4.25,0.62,1.88,0.0,3.5,4.38,3.62,3.5,2.62,4.0,4.38,4.38,2.88,2.5,1.38,3.75,3.75,4.25,2.38,4.5,0.0,3.38,2.75,3.25,4.38,4.38,4.88,4.12,4.12,3.0,4.25,Computer and Mathematical Occupations,Computer Occupations,Computer and Information Research Scientists,Computer and Information Research Scientists
15-1121.00,4.0,4.12,4.0,3.62,4.5,0.88,2.25,1.5,3.75,4.12,3.38,2.12,2.0,3.25,3.88,3.88,2.88,3.12,2.0,3.62,3.5,4.25,4.38,4.5,0.75,2.75,3.25,3.25,3.88,4.12,4.25,3.75,3.62,4.25,4.0,Computer and Mathematical Occupations,Computer Occupations,Computer and Information Analysts,Computer Systems Analysts
15-1121.01,4.62,4.25,4.12,3.75,4.25,0.12,2.62,0.88,4.0,4.25,4.12,2.0,2.5,2.88,3.38,4.12,3.12,3.0,1.12,3.25,3.5,3.62,3.38,4.75,0.38,2.12,3.5,3.25,4.0,4.12,4.38,3.25,3.12,2.88,4.12,Computer and Mathematical Occupations,Computer Occupations,Computer and Information Analysts,Computer Systems Analysts
15-1122.00,3.75,3.62,3.75,3.12,4.0,0.0,0.25,0.75,3.25,3.5,3.12,1.38,1.38,2.88,2.25,3.75,2.75,3.12,1.0,3.0,3.0,1.88,3.12,4.0,0.0,2.25,2.75,3.12,3.62,3.25,3.25,1.75,3.25,1.75,3.62,Computer and Mathematical Occupations,Computer Occupations,Computer and Information Analysts,Information Security Analysts
15-1131.00,3.12,3.62,3.5,3.0,3.75,0.0,0.5,0.25,3.0,3.38,2.12,0.75,0.88,2.5,3.25,3.25,2.12,2.0,0.5,3.5,2.62,4.75,3.88,4.12,0.38,2.62,2.88,3.0,3.25,3.25,3.5,2.25,3.25,1.0,3.38,Computer and Mathematical Occupations,Computer Occupations,Software Developers and Programmers,Computer Programmers
15-1132.00,3.88,4.12,4.38,3.62,4.12,0.75,2.12,2.0,3.62,4.25,3.25,2.38,2.38,3.38,4.25,3.88,3.0,3.12,2.5,3.75,3.38,4.62,3.88,4.25,0.75,3.25,3.12,3.0,4.0,4.25,4.5,3.62,3.5,5.25,3.88,Computer and Mathematical Occupations,Computer Occupations,Software Developers and Programmers,"Software Developers, Applications"
15-1133.00,3.0,3.88,3.38,2.88,3.75,0.0,0.12,0.38,2.62,3.12,2.75,0.75,0.88,1.88,3.12,3.0,2.25,0.62,0.38,2.5,2.75,1.75,1.62,4.0,0.0,0.88,2.75,2.88,3.5,2.62,2.38,0.75,3.0,0.38,3.12,Computer and Mathematical Occupations,Computer Occupations,Software Developers and Programmers,"Software Developers, Systems Software"
15-1134.00,3.75,3.5,3.62,3.38,3.88,0.0,2.12,0.62,3.25,3.5,3.12,1.75,1.75,2.62,2.88,3.62,2.75,2.25,1.25,4.12,3.38,4.12,2.62,4.0,0.0,2.75,2.88,3.0,3.38,3.25,3.38,2.88,3.12,3.12,3.62,Computer and Mathematical Occupations,Computer Occupations,Software Developers and Programmers,Web Developers
15-1141.00,3.88,3.75,4.0,3.75,4.0,0.0,2.0,1.38,3.62,4.0,3.5,2.62,2.12,3.38,3.5,4.0,2.62,3.0,1.88,3.25,3.0,3.62,2.5,4.25,0.75,2.25,3.25,3.25,3.88,3.75,3.88,2.88,3.5,3.25,3.62,Computer and Mathematical Occupations,Computer Occupations,Database and Systems Administrators and Network Architects,Database Administrators
15-1142.00,3.88,3.88,4.0,3.38,4.25,3.62,3.62,2.38,3.62,4.12,3.75,2.38,2.75,3.12,3.5,4.25,3.38,4.0,3.62,3.12,3.25,4.25,4.0,4.38,3.38,2.25,3.0,3.25,4.0,4.0,4.25,3.38,3.62,4.12,3.75,Computer and Mathematical Occupations,Computer Occupations,Database and Systems Administrators and Network Architects,Network and Computer Systems Administrators
15-1143.00,3.94,3.88,3.75,3.62,4.0,2.88,3.62,2.06,3.69,3.94,3.56,2.5,2.94,3.19,3.31,3.94,3.0,3.5,2.62,4.38,3.19,3.56,4.0,4.0,2.75,3.12,3.19,2.94,3.56,4.19,4.12,3.69,3.69,3.38,3.56,Computer and Mathematical Occupations,Computer Occupations,Database and Systems Administrators and Network Architects,Computer Network Architects
15-1143.01,3.62,3.75,3.5,3.75,3.5,2.5,2.12,1.5,3.25,3.38,3.0,2.38,2.62,3.12,2.88,3.38,2.88,2.88,1.75,1.88,2.88,2.12,3.12,3.88,2.38,1.38,3.25,3.25,3.5,3.12,3.38,2.75,3.12,3.12,3.62,Computer and Mathematical Occupations,Computer Occupations,Database and Systems Administrators and Network Architects,Computer Network Architects
15-1151.00,3.25,3.75,3.12,3.25,3.75,2.38,1.62,1.62,3.62,3.12,3.0,1.25,1.25,2.75,2.12,3.38,2.75,2.75,2.62,2.62,2.75,1.62,3.0,4.0,2.25,2.12,3.25,3.12,3.75,3.0,2.88,1.12,3.12,3.0,3.38,Computer and Mathematical Occupations,Computer Occupations,Computer Support Specialists,Computer User Support Specialists
15-1152.00,3.38,3.62,3.25,2.75,3.75,2.75,2.75,3.12,3.25,3.38,3.25,0.75,1.62,2.25,2.62,3.62,2.0,3.12,2.12,1.88,2.62,1.75,3.12,3.88,3.0,1.5,2.88,2.88,3.5,3.38,3.25,1.88,2.62,3.12,3.5,Computer and Mathematical Occupations,Computer Occupations,Computer Support Specialists,Computer Network Support Specialists
15-1199.01,3.25,3.5,3.38,3.12,3.75,0.25,2.0,2.38,2.75,3.5,2.75,0.38,0.5,2.38,1.88,3.88,2.12,2.38,1.62,3.88,2.62,3.62,4.0,4.0,0.38,3.5,2.62,3.0,3.38,3.38,4.12,2.88,3.25,3.5,3.75,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.02,3.75,3.88,3.62,3.12,4.0,2.5,2.5,1.38,3.38,3.75,3.25,2.88,2.12,3.38,2.88,3.5,2.75,2.62,1.12,4.62,3.12,3.75,3.88,4.12,2.0,3.62,2.62,3.0,3.5,3.88,4.25,2.12,3.38,2.75,4.12,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.03,3.5,3.5,3.5,3.25,3.88,0.5,1.12,1.38,3.62,3.25,3.25,1.5,1.25,2.25,2.12,3.38,2.62,2.0,1.12,3.88,2.75,2.88,3.5,4.0,0.25,3.12,3.0,2.88,3.5,3.25,3.25,2.25,3.12,3.12,3.38,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.04,3.62,3.75,4.0,3.5,4.0,0.0,0.62,0.0,3.38,3.38,3.12,1.5,1.62,2.88,3.38,3.38,2.88,2.38,0.38,3.75,2.88,2.75,0.5,4.5,0.0,4.25,2.88,3.12,4.0,3.5,3.62,1.88,3.5,0.0,3.88,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.05,3.62,3.75,3.5,3.25,3.88,0.62,1.75,0.88,3.38,3.38,3.0,1.25,1.25,2.62,4.38,3.38,2.12,2.0,1.25,2.88,2.75,3.0,1.5,4.25,0.5,2.62,3.12,2.62,3.5,3.12,3.12,3.0,2.5,0.75,3.75,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.08,4.0,4.12,3.75,3.5,4.38,0.38,0.5,0.12,3.5,3.75,3.25,2.25,2.12,2.75,3.75,3.75,3.12,1.12,0.38,2.12,3.38,2.75,1.75,4.38,0.0,1.12,3.0,3.5,3.88,4.12,3.75,2.12,3.25,0.62,4.0,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.09,3.62,4.12,3.75,4.12,4.25,0.0,0.0,0.0,3.25,3.88,3.12,4.0,3.5,3.88,3.12,4.5,3.5,1.12,0.38,2.12,3.88,1.12,1.38,4.25,0.0,1.25,3.25,3.75,4.12,3.5,3.62,1.5,4.0,0.25,3.88,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.10,3.75,3.75,4.0,3.5,3.75,0.38,0.5,0.5,3.38,3.62,3.0,1.75,1.75,2.75,2.75,3.75,3.38,1.75,0.38,2.0,3.5,2.12,1.5,4.0,0.38,0.5,3.38,3.38,4.0,3.5,3.62,2.5,3.5,0.38,4.0,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.11,3.62,4.0,3.62,3.5,3.88,0.0,0.5,0.25,3.25,3.5,3.0,1.5,1.5,3.12,3.0,3.5,2.88,2.62,0.0,2.88,3.38,4.0,1.62,4.0,0.0,0.88,2.75,3.38,3.5,3.25,3.5,2.62,3.62,0.38,3.62,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-1199.12,3.38,3.75,3.5,3.12,3.75,0.25,0.0,0.5,3.0,3.38,3.12,1.5,1.88,3.0,2.25,3.38,2.62,2.0,0.5,2.25,2.75,2.0,1.38,3.75,0.0,0.0,3.0,3.25,3.38,3.38,3.25,1.88,3.25,0.62,3.62,Computer and Mathematical Occupations,Computer Occupations,Miscellaneous Computer Occupations,"Computer Occupations, All Other"
15-2011.00,4.12,4.38,4.5,3.38,4.75,0.0,0.0,0.0,3.5,4.75,3.62,3.62,2.12,2.75,4.88,3.62,3.12,1.25,0.12,3.5,3.75,2.62,2.0,4.5,0.0,1.88,3.12,3.38,4.0,4.5,4.5,1.0,3.38,0.25,4.12,Computer and Mathematical Occupations,Mathematical Science Occupations,Actuaries,Actuaries
15-2021.00,5.25,4.25,4.62,2.75,5.0,0.0,0.0,0.0,3.5,4.25,3.5,0.62,0.62,2.0,6.12,3.0,2.25,0.62,0.0,2.75,2.88,2.88,0.75,5.0,0.0,4.62,2.12,2.62,4.12,4.0,3.38,0.62,2.62,0.0,4.5,Computer and Mathematical Occupations,Mathematical Science Occupations,Mathematicians,Mathematicians
15-2031.00,4.12,4.0,4.38,3.0,4.25,0.0,0.25,0.0,3.0,4.12,3.12,1.75,1.25,3.0,4.62,3.12,2.75,1.38,0.25,4.62,2.88,2.5,1.75,4.38,0.0,3.5,2.5,3.0,4.0,4.12,4.38,1.62,3.12,0.75,4.0,Computer and Mathematical Occupations,Mathematical Science Occupations,Operations Research Analysts,Operations Research Analysts
15-2041.00,4.38,3.75,3.88,2.88,4.5,0.0,0.0,0.0,3.38,3.88,3.5,1.38,1.12,2.62,5.62,3.25,1.75,1.5,0.25,3.62,2.62,4.0,1.12,4.75,0.0,4.0,2.25,2.62,4.0,3.38,3.12,0.62,2.88,0.0,4.25,Computer and Mathematical Occupations,Mathematical Science Occupations,Statisticians,Statisticians
15-2041.01,4.62,4.25,4.38,3.38,4.88,0.0,1.0,0.0,4.25,4.25,3.88,1.5,1.38,3.25,5.25,3.88,2.88,0.88,0.38,3.12,2.88,4.12,1.75,5.12,0.25,4.75,2.75,3.25,4.5,3.75,3.5,1.25,3.62,0.0,5.12,Computer and Mathematical Occupations,Mathematical Science Occupations,Statisticians,Statisticians
15-2041.02,3.88,3.75,3.62,3.5,3.88,0.0,1.5,0.0,3.75,3.75,3.12,1.5,1.88,3.38,3.75,4.12,2.38,2.0,1.12,3.12,2.88,3.25,2.62,4.0,0.0,1.88,2.88,3.5,3.88,3.38,3.38,1.88,3.5,0.62,4.0,Computer and Mathematical Occupations,Mathematical Science Occupations,Statisticians,Statisticians
15-2091.00,4.83,4.66,4.23,2.33,5.0,0.16,4.0,0.33,1.0,4.33,3.83,1.0,1.0,0.16,5.66,4.0,0.83,1.33,1.5,3.66,1.66,3.33,2.67,4.66,0.0,4.0,0.16,0.33,4.16,2.55,3.25,2.0,2.16,1.66,4.0,Computer and Mathematical Occupations,Mathematical Science Occupations,Miscellaneous Mathematical Science Occupations,Mathematical Technicians
17-1011.00,4.25,4.12,4.12,4.12,4.62,0.0,0.38,0.0,3.25,4.5,3.38,3.5,3.25,3.62,4.38,4.38,3.75,2.25,1.75,4.25,3.88,1.5,3.25,4.62,0.0,3.0,3.5,3.5,4.12,3.5,3.75,2.0,3.88,1.62,4.12,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers","Architects, Except Naval","Architects, Except Landscape and Naval"
17-1012.00,3.75,3.88,3.75,3.88,3.75,0.0,0.25,0.0,3.25,3.62,3.0,2.75,2.62,3.38,3.0,3.5,3.25,2.12,1.62,4.0,3.5,0.5,2.38,4.0,0.0,3.12,3.25,3.62,3.88,3.25,3.62,1.25,3.38,1.12,3.75,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers","Architects, Except Naval",Landscape Architects
17-1021.00,3.38,3.62,3.38,3.12,3.62,0.25,0.5,0.0,3.25,3.12,3.12,0.75,1.0,2.75,3.12,3.25,2.62,2.25,0.75,0.62,2.75,1.25,2.25,4.0,0.0,1.5,2.75,2.88,3.38,3.12,2.75,1.25,3.25,1.62,3.75,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers","Surveyors, Cartographers, and Photogrammetrists",Cartographers and Photogrammetrists
17-1022.00,3.38,3.5,3.38,3.62,3.88,2.25,2.62,0.0,3.62,3.38,3.5,1.75,2.12,3.75,3.88,3.62,2.5,3.38,2.88,2.5,2.88,1.75,3.25,4.0,2.25,3.38,2.62,2.75,3.5,2.88,3.12,1.12,3.62,2.25,3.62,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers","Surveyors, Cartographers, and Photogrammetrists",Surveyors
17-1022.01,3.88,4.0,3.75,3.38,4.25,1.62,2.75,0.0,3.38,3.88,3.5,1.62,1.88,3.5,4.75,3.88,2.25,2.25,2.75,2.0,2.38,2.62,3.38,4.38,1.75,3.25,2.38,3.0,4.12,3.12,3.12,1.25,3.62,1.88,4.12,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers","Surveyors, Cartographers, and Photogrammetrists",Surveyors
17-2011.00,3.88,4.25,4.12,3.75,4.5,0.0,0.75,0.75,3.25,3.88,3.5,1.0,1.12,3.25,4.5,3.88,3.12,3.25,0.62,5.12,3.25,1.12,4.0,5.0,0.0,5.12,2.88,3.38,4.12,3.75,3.62,3.5,3.38,2.62,4.38,Architecture and Engineering Occupations,Engineers,Aerospace Engineers,Aerospace Engineers
17-2021.00,3.88,4.12,4.25,3.5,4.38,0.38,1.12,0.38,3.38,4.0,3.0,2.12,2.75,3.25,3.88,3.88,3.0,3.25,1.62,2.62,3.38,1.5,2.5,4.5,0.25,3.12,2.88,3.12,3.75,3.62,3.62,2.88,3.5,2.38,4.25,Architecture and Engineering Occupations,Engineers,Agricultural Engineers,Agricultural Engineers
17-2031.00,4.88,4.38,4.62,3.62,4.88,3.0,3.25,3.12,4.38,4.62,4.0,2.38,2.88,3.25,4.88,4.12,3.25,3.5,2.62,4.62,3.5,3.75,3.88,5.38,3.0,5.25,3.0,3.62,4.5,4.0,4.12,4.12,3.38,3.75,4.38,Architecture and Engineering Occupations,Engineers,Biomedical Engineers,Biomedical Engineers
17-2041.00,4.5,4.12,4.38,3.62,4.62,0.0,2.88,0.0,3.62,4.62,3.62,3.25,2.88,3.5,4.88,4.38,2.75,3.75,1.0,4.75,3.38,2.62,3.88,4.5,0.0,5.38,2.75,3.12,4.0,4.38,4.5,3.5,3.75,3.88,4.0,Architecture and Engineering Occupations,Engineers,Chemical Engineers,Chemical Engineers
17-2051.00,4.5,4.0,4.12,4.0,4.5,1.5,0.5,0.0,3.25,4.12,3.75,3.62,3.12,3.75,4.88,4.12,3.25,2.12,0.38,4.62,3.38,2.0,2.75,4.75,2.5,4.0,3.0,3.75,4.0,4.25,4.12,2.25,4.0,0.5,4.0,Architecture and Engineering Occupations,Engineers,Civil Engineers,Civil Engineers
